,Title,Alternate Title,Short Title
57720,"Laborers and Freight, Stock, and Material Movers, Hand",Battery Stacker,
57721,"Laborers and Freight, Stock, and Material Movers, Hand",Beef Selector,
57722,"Laborers and Freight, Stock, and Material Movers, Hand",Bellows Assembler,
57723,"Laborers and Freight, Stock, and Material Movers, Hand",Billet Straightener,
57724,"Laborers and Freight, Stock, and Material Movers, Hand",Billet Worker,
57725,"Laborers and Freight, Stock, and Material Movers, Hand",Bleeder,
57726,"Laborers and Freight, Stock, and Material Movers, Hand",Blender Laborer,
57727,"Laborers and Freight, Stock, and Material Movers, Hand",Blind Cleaner,
57728,"Laborers and Freight, Stock, and Material Movers, Hand",Block Piler,
57729,"Laborers and Freight, Stock, and Material Movers, Hand",Block Stacker,
57730,"Laborers and Freight, Stock, and Material Movers, Hand",Bolt Loader,
57731,"Laborers and Freight, Stock, and Material Movers, Hand",Boom Storage,
57732,"Laborers and Freight, Stock, and Material Movers, Hand",Bottomer,
57733,"Laborers and Freight, Stock, and Material Movers, Hand",Box Car Bracer,
57734,"Laborers and Freight, Stock, and Material Movers, Hand",Box Car Loader,
57735,"Laborers and Freight, Stock, and Material Movers, Hand",Box Worker,
57736,"Laborers and Freight, Stock, and Material Movers, Hand",Boxer,
57737,"Laborers and Freight, Stock, and Material Movers, Hand",Bridge Gang Worker,
57738,"Laborers and Freight, Stock, and Material Movers, Hand",Bridge Maintainer,
57739,"Laborers and Freight, Stock, and Material Movers, Hand",Buggyman,
57740,"Laborers and Freight, Stock, and Material Movers, Hand",Bulk Loader,
57741,"Laborers and Freight, Stock, and Material Movers, Hand",Bull-Gang Worker,
57742,"Laborers and Freight, Stock, and Material Movers, Hand",Bundle Collector,
57743,"Laborers and Freight, Stock, and Material Movers, Hand",Bundle Helper,
57744,"Laborers and Freight, Stock, and Material Movers, Hand",Bundler,
57745,"Laborers and Freight, Stock, and Material Movers, Hand",Cable Puller,
57746,"Laborers and Freight, Stock, and Material Movers, Hand",Caddy,
57747,"Laborers and Freight, Stock, and Material Movers, Hand",Cager,
57748,"Laborers and Freight, Stock, and Material Movers, Hand",Canvas Shrinker,
57749,"Laborers and Freight, Stock, and Material Movers, Hand",Car Blocker,
57750,"Laborers and Freight, Stock, and Material Movers, Hand",Car Bracer,
57751,"Laborers and Freight, Stock, and Material Movers, Hand",Car Dumper Operator Helper,
57752,"Laborers and Freight, Stock, and Material Movers, Hand",Car Hop,
57753,"Laborers and Freight, Stock, and Material Movers, Hand",Car Icer,
57754,"Laborers and Freight, Stock, and Material Movers, Hand",Car Knocker,
57755,"Laborers and Freight, Stock, and Material Movers, Hand",Car Loader,
57756,"Laborers and Freight, Stock, and Material Movers, Hand",Car Packer,
57757,"Laborers and Freight, Stock, and Material Movers, Hand",Car Pincher,
57758,"Laborers and Freight, Stock, and Material Movers, Hand",Car Pre-Cooler,
57759,"Laborers and Freight, Stock, and Material Movers, Hand",Car Storer,
57760,"Laborers and Freight, Stock, and Material Movers, Hand",Car Stower,
57761,"Laborers and Freight, Stock, and Material Movers, Hand",Car Unloader,
57762,"Laborers and Freight, Stock, and Material Movers, Hand",Car Worker,
57763,"Laborers and Freight, Stock, and Material Movers, Hand",Carboy Filler,
57764,"Laborers and Freight, Stock, and Material Movers, Hand",Cargo Bracer,
57765,"Laborers and Freight, Stock, and Material Movers, Hand",Cargo Handler,
57766,"Laborers and Freight, Stock, and Material Movers, Hand",Cargo Station Worker,
57767,"Laborers and Freight, Stock, and Material Movers, Hand",Cargo Trimmer,
57768,"Laborers and Freight, Stock, and Material Movers, Hand",Cargo Worker,
57769,"Laborers and Freight, Stock, and Material Movers, Hand",Carry Out Clerk and Shelf Stocker,
57770,"Laborers and Freight, Stock, and Material Movers, Hand",Cart Attendant,
57771,"Laborers and Freight, Stock, and Material Movers, Hand",Cart Pusher,
57772,"Laborers and Freight, Stock, and Material Movers, Hand",Casting Chipper,
57773,"Laborers and Freight, Stock, and Material Movers, Hand",Casting House Laborer,
57774,"Laborers and Freight, Stock, and Material Movers, Hand",Chainer,
57775,"Laborers and Freight, Stock, and Material Movers, Hand",Chopper,
57776,"Laborers and Freight, Stock, and Material Movers, Hand",Chute Loader,
57777,"Laborers and Freight, Stock, and Material Movers, Hand",Circus Hand,
57778,"Laborers and Freight, Stock, and Material Movers, Hand",Circus Laborer,
57779,"Laborers and Freight, Stock, and Material Movers, Hand",Circus Roustabout,
57780,"Laborers and Freight, Stock, and Material Movers, Hand",Clay Carrier,
57781,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Bagger,
57782,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Carrier,
57783,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Chute Worker,
57784,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Hiker,
57785,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Loader,
57786,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Passer,
57787,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Shoveler,
57788,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Trimmer,
57789,"Laborers and Freight, Stock, and Material Movers, Hand",Coal Wheeler,
57790,"Laborers and Freight, Stock, and Material Movers, Hand",Coke Worker,
57791,"Laborers and Freight, Stock, and Material Movers, Hand",Cokeman,
57792,"Laborers and Freight, Stock, and Material Movers, Hand",Collector,
57793,"Laborers and Freight, Stock, and Material Movers, Hand",Commissary Assistant,
57794,"Laborers and Freight, Stock, and Material Movers, Hand",Concrete Mixing Plant Laborer,
57795,"Laborers and Freight, Stock, and Material Movers, Hand",Connie Cleaner,
57796,"Laborers and Freight, Stock, and Material Movers, Hand",Connie Scratcher,
57797,"Laborers and Freight, Stock, and Material Movers, Hand",Container Maker,
57798,"Laborers and Freight, Stock, and Material Movers, Hand",Cooler Man,
57799,"Laborers and Freight, Stock, and Material Movers, Hand",Corn Detasseler,
57800,"Laborers and Freight, Stock, and Material Movers, Hand",Cotton Baler,
57801,"Laborers and Freight, Stock, and Material Movers, Hand",Cotton Jammer,
57802,"Laborers and Freight, Stock, and Material Movers, Hand",Courtesy Clerk,
57803,"Laborers and Freight, Stock, and Material Movers, Hand",Cream Dumper,
57804,"Laborers and Freight, Stock, and Material Movers, Hand",Curb Attendant,
57805,"Laborers and Freight, Stock, and Material Movers, Hand",Dairy Hand,
57806,"Laborers and Freight, Stock, and Material Movers, Hand",Dairy Worker,
57807,"Laborers and Freight, Stock, and Material Movers, Hand",Defroster,
57808,"Laborers and Freight, Stock, and Material Movers, Hand",Delivery Helper,
57809,"Laborers and Freight, Stock, and Material Movers, Hand",Detasseler,
57810,"Laborers and Freight, Stock, and Material Movers, Hand",Disassembler,
57811,"Laborers and Freight, Stock, and Material Movers, Hand",Dismantler,
57812,"Laborers and Freight, Stock, and Material Movers, Hand",Distillery Laborer,
57813,"Laborers and Freight, Stock, and Material Movers, Hand",Distillery Worker,
57814,"Laborers and Freight, Stock, and Material Movers, Hand",Ditch Cleaner,
57815,"Laborers and Freight, Stock, and Material Movers, Hand",Ditch Worker,
57816,"Laborers and Freight, Stock, and Material Movers, Hand",Dock Hand,
57817,"Laborers and Freight, Stock, and Material Movers, Hand",Dock or Pier Laborer,
57818,"Laborers and Freight, Stock, and Material Movers, Hand",Dock Worker,
57819,"Laborers and Freight, Stock, and Material Movers, Hand",Dockworker,
57820,"Laborers and Freight, Stock, and Material Movers, Hand",Dolly Pusher,
57821,"Laborers and Freight, Stock, and Material Movers, Hand",Dollyman,
57822,"Laborers and Freight, Stock, and Material Movers, Hand",Drawer,
57823,"Laborers and Freight, Stock, and Material Movers, Hand",Dredge or Barge Shore Hand,
57824,"Laborers and Freight, Stock, and Material Movers, Hand",Dresser,
57825,"Laborers and Freight, Stock, and Material Movers, Hand",Driver,
57826,"Laborers and Freight, Stock, and Material Movers, Hand",Driver Helper,
57827,"Laborers and Freight, Stock, and Material Movers, Hand",Dry Kiln Worker,
57828,"Laborers and Freight, Stock, and Material Movers, Hand",Dumper,
57829,"Laborers and Freight, Stock, and Material Movers, Hand",Egg Separator,
57830,"Laborers and Freight, Stock, and Material Movers, Hand",Electroplating Laborer,
57831,"Laborers and Freight, Stock, and Material Movers, Hand",Engine Monitor,
57832,"Laborers and Freight, Stock, and Material Movers, Hand",Engine Watchman,
57833,"Laborers and Freight, Stock, and Material Movers, Hand",Feed Handler,
57834,"Laborers and Freight, Stock, and Material Movers, Hand",Ferryboat Operator Helper,
57835,"Laborers and Freight, Stock, and Material Movers, Hand",Fertilizer Loader,
57836,"Laborers and Freight, Stock, and Material Movers, Hand",Filling Carrier,
57837,"Laborers and Freight, Stock, and Material Movers, Hand",Filling Hand,
57838,"Laborers and Freight, Stock, and Material Movers, Hand",Filling Hauler,
57839,"Laborers and Freight, Stock, and Material Movers, Hand",Film Loader,
57840,"Laborers and Freight, Stock, and Material Movers, Hand",Firewood Cutter,
57841,"Laborers and Freight, Stock, and Material Movers, Hand",Flapper,
57842,"Laborers and Freight, Stock, and Material Movers, Hand",Flask Carrier,
57843,"Laborers and Freight, Stock, and Material Movers, Hand",Flask Handler,
57844,"Laborers and Freight, Stock, and Material Movers, Hand",Flask Pusher,
57845,"Laborers and Freight, Stock, and Material Movers, Hand",Floor Attendant,
57846,"Laborers and Freight, Stock, and Material Movers, Hand",Floor Helper,
57847,"Laborers and Freight, Stock, and Material Movers, Hand",Floorhand,
57848,"Laborers and Freight, Stock, and Material Movers, Hand",Floorperson,
57849,"Laborers and Freight, Stock, and Material Movers, Hand",Florist Helper,
57850,"Laborers and Freight, Stock, and Material Movers, Hand",Fly Worker,
57851,"Laborers and Freight, Stock, and Material Movers, Hand",Flyer,
57852,"Laborers and Freight, Stock, and Material Movers, Hand",Food Selector,
57853,"Laborers and Freight, Stock, and Material Movers, Hand",Foundry Hand,
57854,"Laborers and Freight, Stock, and Material Movers, Hand",Freezer Unloader,
57855,"Laborers and Freight, Stock, and Material Movers, Hand",Freezer Worker,
57856,"Laborers and Freight, Stock, and Material Movers, Hand",Freezing Room Worker,
57857,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Car Loader,
57858,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Handler,
57859,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Hustler,
57860,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Loader,
57861,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Sorter,
57862,"Laborers and Freight, Stock, and Material Movers, Hand",Freight Unloader,
57863,"Laborers and Freight, Stock, and Material Movers, Hand",Fringer,
57864,"Laborers and Freight, Stock, and Material Movers, Hand",Frozen Food Selector,
57865,"Laborers and Freight, Stock, and Material Movers, Hand",Furniture Mover,
57866,"Laborers and Freight, Stock, and Material Movers, Hand",Furniture Mover Helper,
57867,"Laborers and Freight, Stock, and Material Movers, Hand",Gaggerman,
57868,"Laborers and Freight, Stock, and Material Movers, Hand",Gandy Dancer,
57869,"Laborers and Freight, Stock, and Material Movers, Hand",Gang Leader,
57870,"Laborers and Freight, Stock, and Material Movers, Hand",Gang Plank Workman,
57871,"Laborers and Freight, Stock, and Material Movers, Hand",General Laborer,
57872,"Laborers and Freight, Stock, and Material Movers, Hand",Glass Carrier,
57873,"Laborers and Freight, Stock, and Material Movers, Hand",Glass Handler,
57874,"Laborers and Freight, Stock, and Material Movers, Hand",Glaze Carrier,
57875,"Laborers and Freight, Stock, and Material Movers, Hand",Globe Changer,
57876,"Laborers and Freight, Stock, and Material Movers, Hand",Glove Former,
57877,"Laborers and Freight, Stock, and Material Movers, Hand",Glove Turner,
57878,"Laborers and Freight, Stock, and Material Movers, Hand",Gold Leaf Laborer,
57879,"Laborers and Freight, Stock, and Material Movers, Hand",Grain Handler,
57880,"Laborers and Freight, Stock, and Material Movers, Hand",Grain Scooper,
57881,"Laborers and Freight, Stock, and Material Movers, Hand",Grain Shoveler,
57882,"Laborers and Freight, Stock, and Material Movers, Hand",Grain Trimmer,
57883,"Laborers and Freight, Stock, and Material Movers, Hand",Grave Digger,
57884,"Laborers and Freight, Stock, and Material Movers, Hand",Grips,
57885,"Laborers and Freight, Stock, and Material Movers, Hand",Grocery Bagger,
57886,"Laborers and Freight, Stock, and Material Movers, Hand",Grocery Caddy,
57887,"Laborers and Freight, Stock, and Material Movers, Hand",Grocery Carrier,
57888,"Laborers and Freight, Stock, and Material Movers, Hand",Grocery Sacker,
57889,"Laborers and Freight, Stock, and Material Movers, Hand",Guide,
57890,"Laborers and Freight, Stock, and Material Movers, Hand",Guideman,
57891,"Laborers and Freight, Stock, and Material Movers, Hand",Gum Puller,
57892,"Laborers and Freight, Stock, and Material Movers, Hand",Handyman,
57893,"Laborers and Freight, Stock, and Material Movers, Hand",Hangar Attendant,
57894,"Laborers and Freight, Stock, and Material Movers, Hand",Hanger,
57895,"Laborers and Freight, Stock, and Material Movers, Hand",Hanger Off,
57896,"Laborers and Freight, Stock, and Material Movers, Hand",Hatch Tender,
57897,"Laborers and Freight, Stock, and Material Movers, Hand",Hide Selector,
57898,"Laborers and Freight, Stock, and Material Movers, Hand",Hide Shaker,
57899,"Laborers and Freight, Stock, and Material Movers, Hand",Hoisting Laborer,
57900,"Laborers and Freight, Stock, and Material Movers, Hand",Hold Worker,
57901,"Laborers and Freight, Stock, and Material Movers, Hand",Hooker,
57902,"Laborers and Freight, Stock, and Material Movers, Hand",Hookman,
57903,"Laborers and Freight, Stock, and Material Movers, Hand",Hostler,
57904,"Laborers and Freight, Stock, and Material Movers, Hand",Hot Box Operator,
57905,"Laborers and Freight, Stock, and Material Movers, Hand",Hot Plate Plywood Press Laborer,
57906,"Laborers and Freight, Stock, and Material Movers, Hand",Houseman,
57907,"Laborers and Freight, Stock, and Material Movers, Hand",Iceman,
57908,"Laborers and Freight, Stock, and Material Movers, Hand",Icer,
57909,"Laborers and Freight, Stock, and Material Movers, Hand",Installer,
57910,"Laborers and Freight, Stock, and Material Movers, Hand",Iron Carrier,
57911,"Laborers and Freight, Stock, and Material Movers, Hand",Iron Handler,
57912,"Laborers and Freight, Stock, and Material Movers, Hand",Iron Piler,
57913,"Laborers and Freight, Stock, and Material Movers, Hand",Jack,
57914,"Laborers and Freight, Stock, and Material Movers, Hand",Jacket Changer,
57915,"Laborers and Freight, Stock, and Material Movers, Hand",Jackman,
57916,"Laborers and Freight, Stock, and Material Movers, Hand",Kiln Hand,
57917,"Laborers and Freight, Stock, and Material Movers, Hand",Laboratory Helper,
57918,"Laborers and Freight, Stock, and Material Movers, Hand",Laborer,
57919,"Laborers and Freight, Stock, and Material Movers, Hand",Laundry Laborer,
57920,"Laborers and Freight, Stock, and Material Movers, Hand",Leaf Tier,
57921,"Laborers and Freight, Stock, and Material Movers, Hand",Leather Roller,
57922,"Laborers and Freight, Stock, and Material Movers, Hand",Lifter,
57923,"Laborers and Freight, Stock, and Material Movers, Hand",Line Palletizer,
57924,"Laborers and Freight, Stock, and Material Movers, Hand",Line Service Attendant,
57925,"Laborers and Freight, Stock, and Material Movers, Hand",Line Tender,
57926,"Laborers and Freight, Stock, and Material Movers, Hand",Lines Tender,
57927,"Laborers and Freight, Stock, and Material Movers, Hand",Linseed Oil Order Filler,
57928,"Laborers and Freight, Stock, and Material Movers, Hand",Loader,
57929,"Laborers and Freight, Stock, and Material Movers, Hand",Loader Helper,
57930,"Laborers and Freight, Stock, and Material Movers, Hand",Loader Operator,
57931,"Laborers and Freight, Stock, and Material Movers, Hand",Loading Dock Hand,
57932,"Laborers and Freight, Stock, and Material Movers, Hand",Locker Attendant,
57933,"Laborers and Freight, Stock, and Material Movers, Hand",Locker Plant Attendant,
57934,"Laborers and Freight, Stock, and Material Movers, Hand",Log Pond Worker,
57935,"Laborers and Freight, Stock, and Material Movers, Hand",Log Roller,
57936,"Laborers and Freight, Stock, and Material Movers, Hand",Longshoreman,
57937,"Laborers and Freight, Stock, and Material Movers, Hand",Lugger,
57938,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Carrier,
57939,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Handler,
57940,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Material Handler,
57941,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Mover,
57942,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Piler,
57943,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Stacker,
57944,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Straightened,
57945,"Laborers and Freight, Stock, and Material Movers, Hand",Lumber Yard Worker,
57946,"Laborers and Freight, Stock, and Material Movers, Hand",Lumberman,
57947,"Laborers and Freight, Stock, and Material Movers, Hand",Lumper,
57948,"Laborers and Freight, Stock, and Material Movers, Hand",Mail Handler,
57949,"Laborers and Freight, Stock, and Material Movers, Hand",Manufacturing Laborer,
57950,"Laborers and Freight, Stock, and Material Movers, Hand",Material Carrier,
57951,"Laborers and Freight, Stock, and Material Movers, Hand",Material Chaser,
57952,"Laborers and Freight, Stock, and Material Movers, Hand",Material Handler,
57953,"Laborers and Freight, Stock, and Material Movers, Hand",Material Handler Floorperson,
57954,"Laborers and Freight, Stock, and Material Movers, Hand",Material Loader,
57955,"Laborers and Freight, Stock, and Material Movers, Hand",Material Mover,
57956,"Laborers and Freight, Stock, and Material Movers, Hand",Meat Selector,
57957,"Laborers and Freight, Stock, and Material Movers, Hand",Merchandise Carrier,
57958,"Laborers and Freight, Stock, and Material Movers, Hand",Merchandise Collector,
57959,"Laborers and Freight, Stock, and Material Movers, Hand",Merchandise Pickup/Receiving Associate,
57960,"Laborers and Freight, Stock, and Material Movers, Hand",Metal Grader,
57961,"Laborers and Freight, Stock, and Material Movers, Hand",Metal Handler,
57962,"Laborers and Freight, Stock, and Material Movers, Hand",Metal Loader,
57963,"Laborers and Freight, Stock, and Material Movers, Hand",Metal Sorter,
57964,"Laborers and Freight, Stock, and Material Movers, Hand",Microphone Boom Operator,
57965,"Laborers and Freight, Stock, and Material Movers, Hand",Milk Handler,
57966,"Laborers and Freight, Stock, and Material Movers, Hand",Mold Breaker,
57967,"Laborers and Freight, Stock, and Material Movers, Hand",Mold Swabber,
57968,"Laborers and Freight, Stock, and Material Movers, Hand",Motion Picture Set Grip,
57969,"Laborers and Freight, Stock, and Material Movers, Hand",Motion Picture Set-Up Worker,
57970,"Laborers and Freight, Stock, and Material Movers, Hand",Motor Power Connector,
57971,"Laborers and Freight, Stock, and Material Movers, Hand",Mover,
57972,"Laborers and Freight, Stock, and Material Movers, Hand",Mover Helper,
57973,"Laborers and Freight, Stock, and Material Movers, Hand",Moving Worker,
57974,"Laborers and Freight, Stock, and Material Movers, Hand",Mucker,
57975,"Laborers and Freight, Stock, and Material Movers, Hand",Munitions Handler,
57976,"Laborers and Freight, Stock, and Material Movers, Hand",Newspaper Stuffer,
57977,"Laborers and Freight, Stock, and Material Movers, Hand",Odd Job Laborer,
57978,"Laborers and Freight, Stock, and Material Movers, Hand",Oil Extractor,
57979,"Laborers and Freight, Stock, and Material Movers, Hand",Ore Puncher,
57980,"Laborers and Freight, Stock, and Material Movers, Hand",Oriental Rug Stretcher,
57981,"Laborers and Freight, Stock, and Material Movers, Hand",Oven Loader,
57982,"Laborers and Freight, Stock, and Material Movers, Hand",Package Collector,
57983,"Laborers and Freight, Stock, and Material Movers, Hand",Package Handler,
57984,"Laborers and Freight, Stock, and Material Movers, Hand",Package Sorter,
57985,"Laborers and Freight, Stock, and Material Movers, Hand",Package Worker,
57986,"Laborers and Freight, Stock, and Material Movers, Hand",Packing Floor Worker,
57987,"Laborers and Freight, Stock, and Material Movers, Hand",Packing House Laborer,
57988,"Laborers and Freight, Stock, and Material Movers, Hand",Paper Handler,
57989,"Laborers and Freight, Stock, and Material Movers, Hand",Paper Stacker,
57990,"Laborers and Freight, Stock, and Material Movers, Hand",Paper Stripper,
57991,"Laborers and Freight, Stock, and Material Movers, Hand",Parcel Carrier,
57992,"Laborers and Freight, Stock, and Material Movers, Hand",Parts Runner,
57993,"Laborers and Freight, Stock, and Material Movers, Hand",Pattern Carrier,
57994,"Laborers and Freight, Stock, and Material Movers, Hand",Piano Mover,
57995,"Laborers and Freight, Stock, and Material Movers, Hand",Pie Bakery Laborer,
57996,"Laborers and Freight, Stock, and Material Movers, Hand",Pig Handler,
57997,"Laborers and Freight, Stock, and Material Movers, Hand",Piler,
57998,"Laborers and Freight, Stock, and Material Movers, Hand",Pipe Stripper,
57999,"Laborers and Freight, Stock, and Material Movers, Hand",Pipelines Laborer,
58000,"Laborers and Freight, Stock, and Material Movers, Hand",Pipeman,
58001,"Laborers and Freight, Stock, and Material Movers, Hand",Pit Shoveler,
58002,"Laborers and Freight, Stock, and Material Movers, Hand",Pitcher,
58003,"Laborers and Freight, Stock, and Material Movers, Hand",Platform Loader,
58004,"Laborers and Freight, Stock, and Material Movers, Hand",Platform Worker,
58005,"Laborers and Freight, Stock, and Material Movers, Hand",Potato Loader,
58006,"Laborers and Freight, Stock, and Material Movers, Hand",Poultry Offal Icer,
58007,"Laborers and Freight, Stock, and Material Movers, Hand",Poultry Offal Worker,
58008,"Laborers and Freight, Stock, and Material Movers, Hand",Pourer,
58009,"Laborers and Freight, Stock, and Material Movers, Hand",Powerhouse Laborer,
58010,"Laborers and Freight, Stock, and Material Movers, Hand",Priming Mixture Carrier,
58011,"Laborers and Freight, Stock, and Material Movers, Hand",Produce Clerk,
58012,"Laborers and Freight, Stock, and Material Movers, Hand",Produce Runner,
58013,"Laborers and Freight, Stock, and Material Movers, Hand",Prop Attendant,
58014,"Laborers and Freight, Stock, and Material Movers, Hand",Prop Worker,
58015,"Laborers and Freight, Stock, and Material Movers, Hand",Property Worker,
58016,"Laborers and Freight, Stock, and Material Movers, Hand",Puller,
58017,"Laborers and Freight, Stock, and Material Movers, Hand",Puncher,
58018,"Laborers and Freight, Stock, and Material Movers, Hand",Rag Cutter,
58019,"Laborers and Freight, Stock, and Material Movers, Hand",Rag Grader,
58020,"Laborers and Freight, Stock, and Material Movers, Hand",Rag Sorter,
58021,"Laborers and Freight, Stock, and Material Movers, Hand",Ragman,
58022,"Laborers and Freight, Stock, and Material Movers, Hand",Ramp Agent,
58023,"Laborers and Freight, Stock, and Material Movers, Hand",Receiver,
58024,"Laborers and Freight, Stock, and Material Movers, Hand",Receiving Associate,
58025,"Laborers and Freight, Stock, and Material Movers, Hand",Recording Studio Set-Up Worker,
58026,"Laborers and Freight, Stock, and Material Movers, Hand",Recording Studio Setup Worker,
58027,"Laborers and Freight, Stock, and Material Movers, Hand",Refrigerator Mover,
58028,"Laborers and Freight, Stock, and Material Movers, Hand",Rod Piler,
58029,"Laborers and Freight, Stock, and Material Movers, Hand",Rod Straightener,
58030,"Laborers and Freight, Stock, and Material Movers, Hand",Roll Carrier,
58031,"Laborers and Freight, Stock, and Material Movers, Hand",Rope Cleaner,
58032,"Laborers and Freight, Stock, and Material Movers, Hand",Roustabout,
58033,"Laborers and Freight, Stock, and Material Movers, Hand",Sack Cleaner,
58034,"Laborers and Freight, Stock, and Material Movers, Hand",Sack Filler,
58035,"Laborers and Freight, Stock, and Material Movers, Hand",Sack Lifter,
58036,"Laborers and Freight, Stock, and Material Movers, Hand",Sacker,
58037,"Laborers and Freight, Stock, and Material Movers, Hand",Salt Lifter,
58038,"Laborers and Freight, Stock, and Material Movers, Hand",Salvage Worker,
58039,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Car Worker,
58040,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Carrier,
58041,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Drier,
58042,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Mixer,
58043,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Screener,
58044,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Shoveler,
58045,"Laborers and Freight, Stock, and Material Movers, Hand",Sand Wheeler,
58046,"Laborers and Freight, Stock, and Material Movers, Hand",Scavenger,
58047,"Laborers and Freight, Stock, and Material Movers, Hand",Scene Shifter,
58048,"Laborers and Freight, Stock, and Material Movers, Hand",Scrap Carrier,
58049,"Laborers and Freight, Stock, and Material Movers, Hand",Scrap Collector,
58050,"Laborers and Freight, Stock, and Material Movers, Hand",Scrap Iron Loader,
58051,"Laborers and Freight, Stock, and Material Movers, Hand",Scrap Picker,
58052,"Laborers and Freight, Stock, and Material Movers, Hand",Screener,
58053,"Laborers and Freight, Stock, and Material Movers, Hand",Seed Trucker,
58054,"Laborers and Freight, Stock, and Material Movers, Hand",Selector,
58055,"Laborers and Freight, Stock, and Material Movers, Hand",Service Attendant,
58056,"Laborers and Freight, Stock, and Material Movers, Hand","Set-Up Workers, Motion Picture Sets, Studios, and Stages",
58057,"Laborers and Freight, Stock, and Material Movers, Hand",Setter Helper,
58058,"Laborers and Freight, Stock, and Material Movers, Hand",Shackler,
58059,"Laborers and Freight, Stock, and Material Movers, Hand",Shaver,
58060,"Laborers and Freight, Stock, and Material Movers, Hand",Sheep Sorter,
58061,"Laborers and Freight, Stock, and Material Movers, Hand",Shellfish Processing Laborer,
58062,"Laborers and Freight, Stock, and Material Movers, Hand",Shingle Carrier,
58063,"Laborers and Freight, Stock, and Material Movers, Hand",Ship Fastener,
58064,"Laborers and Freight, Stock, and Material Movers, Hand",Shipping and Receiving Material Handler,
58065,"Laborers and Freight, Stock, and Material Movers, Hand",Shipping and Receiving Materials Handler,
58066,"Laborers and Freight, Stock, and Material Movers, Hand",Shoveler,
58067,"Laborers and Freight, Stock, and Material Movers, Hand",Sign Poster,
58068,"Laborers and Freight, Stock, and Material Movers, Hand",Skating Rink Ice Maker,
58069,"Laborers and Freight, Stock, and Material Movers, Hand",Skid Strapper,
58070,"Laborers and Freight, Stock, and Material Movers, Hand",Skid Wrapper,
58071,"Laborers and Freight, Stock, and Material Movers, Hand",Skin Piler,
58072,"Laborers and Freight, Stock, and Material Movers, Hand",Slag Dumper,
58073,"Laborers and Freight, Stock, and Material Movers, Hand",Slag Worker,
58074,"Laborers and Freight, Stock, and Material Movers, Hand",Slip Box Changer,
58075,"Laborers and Freight, Stock, and Material Movers, Hand",Snow Shoveler,
58076,"Laborers and Freight, Stock, and Material Movers, Hand",Snubber,
58077,"Laborers and Freight, Stock, and Material Movers, Hand",Sorter,
58078,"Laborers and Freight, Stock, and Material Movers, Hand",Spike Driver,
58079,"Laborers and Freight, Stock, and Material Movers, Hand",Spiker,
58080,"Laborers and Freight, Stock, and Material Movers, Hand",Spreader,
58081,"Laborers and Freight, Stock, and Material Movers, Hand",Stabber,
58082,"Laborers and Freight, Stock, and Material Movers, Hand",Stage Hand,
58083,"Laborers and Freight, Stock, and Material Movers, Hand",Stage Set-Up Worker,
58084,"Laborers and Freight, Stock, and Material Movers, Hand",Stagehand,
58085,"Laborers and Freight, Stock, and Material Movers, Hand",Steel Handler,
58086,"Laborers and Freight, Stock, and Material Movers, Hand",Steel Pickler,
58087,"Laborers and Freight, Stock, and Material Movers, Hand",Steel Unloader,
58088,"Laborers and Freight, Stock, and Material Movers, Hand",Stevedore,
58089,"Laborers and Freight, Stock, and Material Movers, Hand",Stevedores,
58090,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Counter,
58091,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Driver,
58092,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Handler,
58093,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Handler Floorperson,
58094,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Mover,
58095,"Laborers and Freight, Stock, and Material Movers, Hand",Stock or Delivery Clerk,
58096,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Puller,
58097,"Laborers and Freight, Stock, and Material Movers, Hand",Stock Replenisher,
58098,"Laborers and Freight, Stock, and Material Movers, Hand",Stocker,
